,이름,채널ID,동영상ID,제목,조회수,좋아요수,댓글수
521,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,WsKuj7jrmMc,🔥악마치킨보다 더 매운치킨이 나왔대요🔥 푸라닭 치킨 마불로 악마 4마리와 블랙치즈볼 먹방,1187273,27482,577
522,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,qp5ZhELz-OI,🔥오픈런해서 성공한 순두부우동?🔥 이모님들 찐으로 놀라신 우동국수 먹방,1652069,39293,727
523,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,sdDrR_L_ncQ,대왕솥뚜껑 삼겹살과 구운김치 먹방🥺 간단하게 14인분 먹었습니다,3149016,55131,1187
524,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,11MTBs8k15g,마라탕과 꿔바로우 먹방,817996,14532,332
525,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,mtGRwDtU35E,레전드 영주 랜떡 40년만에 서울상륙?🔥가래떡 떡볶이 순대 튀김먹방,3256606,66386,1302
526,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,5P9YmF-GjLI,🔥3.5kg 카레 다먹으면 공짜?!🔥 일본에서 사장님이 직접 보러오셨어요.. 도전먹방,7076231,155853,2718
527,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,czjsOPq0sDc,🔥약 80명이 기절했다는 매운짬뽕?😱 다먹으면 평생무료권 주신대요.. 신길동 짬뽕 도전먹방,3546157,65952,1862
528,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,skXGx1pIam8,팔뚝만한 노란김밥?😳 압구정 라면과 키토김밥 먹방,1680937,42488,697
529,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,MN5cxevTa_M,꼬치 몇개 먹었을까?🤔 종류만 xx개 전메뉴와 술먹방,2499508,57976,1136
530,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,Dzo7cB0MtbI,🔥겁나 맵다는 매운갈비찜 도전했습니다🔥 신당동 머거보까 먹방,1180730,30435,597
531,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,WG6E8dCo3sE,곱창이 땡겨서 먹다보니 10kg...😅왕십리 제일곱창 먹방,4535159,71888,1447
532,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,LNj0S7B5sEY,안국역 줄서서먹는 보쌈집?🤔 소문난 보쌈김치에 굴 먹방,2019325,41418,882
533,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,zPy7VeF0YSY,다 못먹으면 혼난다는 사장님 놀래키기🤣 광명 오뚜기 돈까스 먹방,1816682,46376,1348
534,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,lhs_QyVeEgs,웨이팅이 8시간..?!😳 우리나라에서 우대갈비로 제일 유명하다는 몽탄 먹방,2292678,43695,728
535,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,enAwNKQDpxM,초밥 몇개 먹었을까😲 리필만 8번? 상암동 초밥집 먹방,3401087,75633,1383
536,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,CopqpabihGk,짜장면 몇그릇 먹었을까..?🤔 오는 손님마다 놀란 옛날짜장 먹방,9337371,156794,3266
537,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,LyxdItZU_4I,70년 된 간장회사에서 작정하고 만든 간장치킨🔥 맛있어서 5마리 먹었습니다..,2157761,51435,1156
538,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,VwdegbFqNaI,판떡볶이와 김밥 순대 분식 먹방,1007010,18294,359
539,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,VfNeiJ3ZXzY,16kg 대왕방어😱?? 손님들도 놀란 돼지방어 먹방,2422851,45265,1043
540,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,HvTLbeasXS4,우동집에 갔더니 유명배우가 사장님..?🤫 가락동 우불식당 먹방,4141289,73551,2099
541,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,HT3oGmsf1xo,81세 할머니의 특이한 떡볶이?🤔 미친 비주얼의 새빨간 떡볶이 분식 먹방,2109261,50800,818
542,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,kf1zff2xJuA,롯데리아 햄버거 몇개먹었을까..?🤔 간단하게 xx개 먹방,1527858,37688,1286
543,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,yupbldBCjE4,45년동안 방송 최초?!😳 우면동 특이한 청국장닭볶음탕(?) 먹방,1546163,38318,674
544,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,79LHvfqyC_0,새벽 시청금지)대왕철판 빨간해물찜?😳 10인분 먹방,3677890,68962,1098
545,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,AAfhrt88mws,제 최애 짬뽕 맛집이 생겼습니다..🔥 대전 최초? 꼬막짬뽕 짜장면 먹방,2458502,53463,895
546,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,dRO4cbYyNvE,우연히 들어갔는데 찐맛집이었습니다😳 서교동 남북통일 닭칼국수 먹방,1142420,31253,520
547,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,SVtf7xT5J64,줄서서먹는 특이한 우설?😳 남영동2탄 핫플레이스 초원 먹방,1164305,27671,570
548,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,IYJ9NDTHOPs,🔥겁나매운 최루탄라면과 매운 닭꼬치🔥 남영동 소소라면 먹방,1676964,40080,810
549,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,f0CLSz_6LDE,여기가 여의도 성지래요..🤔 35년전통 버섯매운탕 칼국수 먹방,2604134,52040,978
550,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,R-pQJzdr5qo,전국 매출 1위 순댓국집 이라구요..?🤔 직원만 50명! 함경도 순대 먹방,2132472,44600,916
551,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,X1glIwxFfVQ,옆테이블 회식오셨다 놀라셨어요🤣 전농동 40년전통 서울식불고기 먹방,3366077,65819,1133
552,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,vpxPTnUK1SY,피디님이 찐맛집이라고 추천해준곳..🤔 맛있을까? 칼제비 감자전 비빔국수 먹방,2574673,59035,947
553,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,LUWUxyIkDls,10kg 먹었더니 수산시장이 뒤집어졌어요🤣 킹크랩 랍스타 먹방,5968771,108191,2106
554,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,zfgk125p558,면발이 미쳤다는 수타우동..?😳 왕십리 1등이라는 우동집 먹방,1587238,39230,694
555,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,6O0fYDDFJbk,비주얼 대박👍줄서서 먹는 김치삼겹살..? 삼전동 장수식당 특이한 김치삼겹 먹방,1447185,32967,648
556,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,f4pAHt-6BJ8,시장에서 빨간어묵 털었더니 동네분들이..🤣 매운어묵 물떡 먹방,4265503,87940,1110
557,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,gP4EGuEia1I,짜파게티와 파김치..🥺 짜계치와 김치3종 먹방,1620826,30929,810
558,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,Prxzs65MhZE,제 소고기 단골집을 공개합니다..🔥 단골사장님도 놀란 소고기 먹방,3033669,53559,1064
559,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,cjw6KZhABFo,1vs10 경희대생들과 대결했습니다👊 bbq 신메뉴 치킨 먹방,2553408,59994,713
560,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,gbVrYovcd7g,이런건 처음봐요 특이한 족발수육..?🤔 양평동 된찌족발 12인분 먹방,1579312,37894,677
561,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,qdrjjcJE-KI,이거 먹으려고 새벽6시 부터 기다렸습니다🥺 청량리 백반 먹방,3140963,61847,1087
562,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,MnLGiP3e714,짬짜면의 시초? 이런맛은 처음이에요..😳 고창 특이한 비벼먹는 짬짜면 먹방,3841654,79415,1122
563,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,xHruMcbr-Wg,초대왕철판에 더이상 안들어간대요..🤦‍♂️ 중화닭갈비 볶음밥 먹방,3091041,66513,942
564,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,UpeQmYJCpMQ,영광 주민분들이 놀라셨어요🤣 비빔밥 국수 떡볶이 먹방,1254213,30684,718
565,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,57ctQLkl1ts,특이한 순쫄 순라..?🤔 송파사람은 다 안다는 모꼬지에 먹방,1911493,44068,736
566,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,BubHdc2NayQ,60억 팬덤 아이돌(???)이 오셨습니다🤣 남영동 핫플 통닭 먹방(feat.ㅁㄷㅁㅅㅌ),1246089,28457,535
567,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,BFIw0bXtMq0,제 인생 국밥 1등 맛집입니다🤫 장암동 우리나라 국밥 먹방,4674081,89569,2080
568,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,RafmGHmD8NM,줄서서 먹는(?) 아이스크림 가게?😳 요거트월드 먹방,1710515,52042,1407
569,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,O_hj9Ge-Fdk,고든램지님을 만났습니다..😳 고든램지 무한리필 피자? 먹방,5692552,151925,4349
570,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,6KDmeK_6qsI,대창 4kg 먹었더니 사장님이 보고도 안믿긴대요..🤣 소대창과 곱창전골 먹방,12010542,169147,3222
571,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,DZXKCO_REJ4,대전2탄)야시장 푸드트럭 전부 털었더니 대전 시민분들이..🤣 야시장 먹방,2169671,57954,1060
572,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,0dldcmnMR6s,대전1탄) 70년 전통 두루치기 칼국수??🤨  대선칼국수 수육 먹방,4085592,75455,1678
573,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,1xtDsmbE91k,웨이팅만 기본 1시간..😵성수동 핫플 대림국수 전메뉴 먹방,4307903,81427,1052
574,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,-RI5PUiPr3g,&quot;oh my god😱&quot; 외국인 손님도 경악한 40년전통 옛집국수 전메뉴 먹방,3254547,67583,1164
575,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,OvsiOSWhDuk,84세 사장님도 놀라셨어요🤣 연예인 맛집으로 유명한 잠원동 떡볶이 먹방,2569802,61574,939
576,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,cqab5Y6NpvE,사과밭에서 라면 10개 먹었더니 과수원이 뒤집어졌습니다🤣 대왕양은냄비 라면 먹방(w.사과),4513009,81043,1666
577,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,iRcaePXQRto,다먹었더니 용돈을 받았습니다..?😳 종로 57년 전통 찬양집 칼국수 먹방,1694583,44377,1150
578,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,JjxtTeogYI4,외국인도 놀란 무한리필 스테이크 먹방😂 예약 안하면 못먹는다는 텍사스 바베큐!,2156157,55637,1171
579,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,m_NAMq7X3fI,배부를때까지 주신다길래 맘껏 먹었더니..🤣 이장우님과 삼겹살 대파김치 먹방(w.국산 배),3138762,53993,1591
580,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,fmat4NG1X7E,35년 노포 신기록 달성했습니다🤣 을지로 꽁꽁숨은 골목맛집! 제육불고기 먹방,3668804,88538,1120
581,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,hP-t4f8te-I,장미상가2탄) 30년 전통 쫄라?🤨 동네사람은 다 안다는 쫄라 먹방,3895112,82914,1430
582,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,6FlxXNxxwcE,구독자분들께 먹방 인증 받았습니다😎 소고기 5kg와 맥주 xx병 먹방,1024091,30429,623
583,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,vmhRdQ_9Cic,북경오리 맨손으로 때려잡았습니다🔥🔥 화덕에 구운 베이징덕 먹방,2299881,49624,1012
584,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,cUb0w-1JLdk,초밥 xxx접시 먹었습니다👊 리뷰 3천개?! 유명 회전초밥 먹방,5572612,121066,2190
585,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,9c-UpYxc0Rs,83년 전통 일본 라멘?😳 사장님이 눈물흘리며 배웠다는 라멘 전메뉴 먹방,1958707,52196,874
586,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,vmyY2q-eTuk,🔥사장님이 매워도 책임 안지신대요🔥5단계 해물찜 매운맛 단계별먹방,2285190,49338,716
587,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,gLsGulboot4,고기만 3kg?👊 솥뚜껑 삼겹살과 구운김치 먹방,4858788,83592,1544
588,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,Ew-PClo0nek,⚠️조회수 150만 넘으면 평생무료래요..🥺 유명치킨집에서 만든 떡볶이 먹방,2105660,80988,1247
589,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,a9TiXc5cpWc,줄서서 먹는 기사식당 함박스테이크?🤔 수유동 돈까스와 함박 먹방,2497777,65569,1391
590,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,ygU3HOOt0_c,28000원짜리 짜장면?😳 트러플스테이크 짜장면과 차돌짬뽕 먹방,2337126,61275,971
591,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,zGeoTSNGJXY,친구가 알려준 찐맛집..😈 줄서서 먹는다는 닭목살 10인분 먹방,1263555,35673,767
592,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,PtrjtvOD7Lw,직원분께 도전장 받았습니다🔥 역대급 수제버거 먹방,1463071,44908,735
593,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,o-S8yh1YxQM,38년전통 가성비 맛집?🥺 직화 낙지볶음 칼국수와 수육 먹방,3822297,87330,1162
594,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,NOofZgRwC8c,육회+비빔면 육빔면?😳 차돌박이 육회(?)와 비빔면10개 먹방,1819706,37724,960
595,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,rRAEFB6CiD0,쯔양 vs 운동선수 6명?!🔥 초밥 300개 대결먹방 (특별출연:??),2702633,64607,825
596,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,n-Oq-dLWnw8,50년동안 처음이래요🤣 신당동 50년전통 짜장떡볶이 먹방,1597497,42105,739
597,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,iBMCHcQRT2M,사장님이 음료는 서비스라고 했다가 대참사..🤣 무한리필집 양고기 ??kg 먹방,3068527,58211,1341
598,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,Id8lHg35VGw,주종목 곱창 제대로 뿌셨습니다!🔥🔥,2848677,63731,1011
599,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,SCTo9K3Acq8,솥뚜껑 알폭탄 대왕알탕?!😳 볶음밥까지 먹방,1220125,29584,750
600,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,tq8iChwa0qg,"대왕 킹타이거 새! 우! 튀! 김! 타르타르, 칠리소스 듬뿍 알싸한 갓김치 버프까지 ASMR MUKBANG | Massive Deep-fried King Tiger Shrimps",97703,4845,164
601,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,yjaGXz-OTmo,"치즈폭탄 김치볶음밥에 통통한 소세지 🥹 몽글몽글 계란국까지 먹방 ASMR MUKBANG | Cheese Bomb Kimchi Fried Rice, Sausages, Egg Soup",122105,5262,145
602,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,jSRTVu14qOw,"시원한 물막국수에 바삭촉촉 빈대떡, 여수 갓김치 싹 올려먹기 ASMR MUKBANG | Spicy Cold Buckwheat Noodle &amp; Mung Bean Pancake!",142351,5133,141
603,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,T71RPfJRaX8,돌판 치! 즈! 닭! 갈! 비! ❤️ 떡 우동사리 볶음밥까지 먹방 ASMR MUKBANG | Cheese Dakgalbi (Stir-fried Chicken) Fried Rice,166125,5832,148
604,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,ao1ZpYiIBd4,"세상 편한 순살감자탕,, 순살뼈해장국?! 밥말아서 호로록 볶음밥까지 먹방 ASMR MUKBANG | Gamjatang! Pork Hangover Soup &amp; Fried Rice",124584,4594,169
605,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,iQ0-E01HTlw,땡초가루 냅다 부어버린 얼큰한 너구리라면 🥵 매운 마늘대김치 라밥까지 먹방 ASMR MUKBANG | Spicy Neoguri Ramen &amp; Garlic Leaves Kimchi,261668,8022,201
606,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,Q6b_v9Vsi6A,레전드조합 ☆ 매운 마늘대김치 🔥 소곱창 한가득 먹방 ASMR MUKBANG | Spicy Garlic Leaves Kimchi &amp; Beef Intestine (Gopchang),256930,7289,191
607,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,4yrZz_R4Fng,"취향난사급,, 두찜 시래기찜닭 아주매운맛 🔥 계란찜, 밥까지 비벼서 먹방 ASMR MUKBANG | Spicy Braised Chicken (Jjimdak), Steamed Egg",392291,10002,152
608,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,Lge4h-bpmk0,고스트페퍼치킨 &amp; 매운양념치킨 🥵🔥 치즈버거 먹방 ASMR MUKBANG | Ghost Pepper Chicken 🔥 Spicy Fire Chicken &amp; Cheeseburgers,306524,9481,188
609,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,qH62cNXE15U,"집밥! 탑티어 라인업 💛 함박스테이크, 소세지, 육개장, 김치, 계란후라이, 밥, 김 먹방 ASMR MUKBANG | Korean Home Food☆ My Favorite Menu",213562,7758,153
610,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,y7Dk6khqI1k,귀염뽀짝 매운 방울양배추김치 ❤️‍🔥 우울증치료제 사천짜파게티 먹방 ASMR MUKBANG | Spicy Mini Cabbage Kimchi &amp; Black Bean Noodles🔥,361940,10107,217
611,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,GHXBMx96BGM,"극/락/조/합 🥹 한정판 야끼소바 불닭볶음면 &amp; 타코야끼! 토핑듬뿍 먹방 ASMR MUKBANG | Buldak Yakisoba! Spicy Fire Noodle, Takoyaki",309745,9468,227
612,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,MRRwV1cwr3o,이번엔 대창마라샹궈 폼 미쳤다 ❤️‍🔥 알곤이도 넣은 푸메의 대왕마라샹궈! 고추김치 먹방 ASMR MUKBANG | Fume&#39;s Spicy Dry Pot &amp; Chili Kimchi,337032,9018,180
613,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,xaP_RApV22o,"한국식으로 만들어본 🔥매콤소갈비스튜🔥 밥, 바게트빵, 청양고추 먹방 ASMR MUKBANG | Homemade Spicy Huge Beef Rib Stew &amp; Spicy Chili",449873,10685,205
614,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,zyFliOlkWN0,"랜선꾸덕수혈🔥 트러플치즈파스타에 불닭소스뿌려먹기! 전복리조또 (ft.루꼴라수확) 먹방 ASMR MUKBANG | Truffle Cheese Pasta, Abalone Risotto",190360,6448,129
615,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,0R4-2AsX5Uk,통수육!! 수! 육! 튀! 김! 치차론✨ 불닭소스 &amp; 과콰몰리 먹방 ASMR MUKBANG | Crispy Fried pork Belly (Chicharron) Fire Sauce,2000307,29526,502
616,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,AdH1m-9F3rA,마라탕 폼 미쳤다 ❤️‍🔥 푸메의 대창마라탕 고추김치 먹방 ASMR MUKBANG | Spicy Daechang Malatang Hot Pot &amp; Spicy Chili Kimchi,998810,16432,241
617,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,5nxOjCEKtvc,"우유로 끓인 핵꾸덕 우유크림진짬뽕 🧡 파사삭 소세지 페스츄리 먹방 ASMR MUKBANG | Milky Cream Jin Jjamppong Ramyun, Sausage Pastry",286702,8623,151
618,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,4URY5cNduQM,집에서 8인분 대왕푸딩 만들어서 옴뇸뇸 🫠 JMT 거북알푸딩💛 먹방 ASMR MUKBANG | 8 Servings of Giant Pudding (ft. Bocca Pudding),196319,6340,145
619,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,jFG1SEqOCRY,"짱구도 못말리는 최강조합🤦🏻‍♀️ 바삭쫀득 시장찹쌀꽈배기, 신전 로제떡볶이, 참치마요 먹방 ASMR MUKBANG | Rose Tteokbokki &amp; Twisted Doughnut",256413,8053,161
620,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,AzQkAmra4zs,"고춧가루 팍팍 고추어묵우동 🥵 후토마끼, 계란초밥 먹방 ASMR MUKBANG | Spicy Udon Noodle, Huge Futomaki Sushi Roll, Egg Sushi",288024,8217,167
621,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,HXlu_IRfHRQ,"자취요리로 딱...🥺 밥강도 얼큰 스팸김치짜글이, 콘치즈계란말이 먹방 ASMR MUKBANG | Spicy Spam Kimchi Stew, Corn Cheese Gyeranmari",294255,8337,156
622,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,Tzxb-mrh_rY,"[VLOG] 3년만에 열린 초극성수기의 겨울 삿포로 눈축제 ❄️ㅣ홋카이도 먹방여행 💸 (ft. 미슐랭 2스타, 스시, 현지인 시오라멘 맛집, 카이센동, 야키토리, 스프카레 🤤)",93716,4318,246
623,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,cVloC6qt0fo,"JMT 매운 불짜장우족찜🔥 고추김치 납작분모자 먹방 ASMR MUKBANG | Spicy Fire Jjajang Braised Beef Feet 🔥 Noodle, Rice Ball",470944,10613,186
624,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,BK8MObCk2-E,"드디어,,! 새로 나온 바질크림불닭우동 ☆ 바삭바삭 연어레어카츠 먹방 ASMR MUKBANG | Basil Cream Buldak Udon Noodles &amp; Salmon Katsu",340242,9959,187
625,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,oZMhtUVt7AI,"초간단 밥도둑 매콤계란볶이 🤤 황금알, 반숙란, 완숙란,,, 작정한 계란파티 먹방 ASMR MUKBANG | Spicy Stir-Fried Eggs! Egg Tteokbokki",274658,8283,151
626,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,TrVh6GG1cTo,"한국에 없는 한국인이 좋아하는 맛,, 칠리토마토라면 3컵 🍅 소세지 &amp; 감자말이새우 먹방 ASMR MUKBANG | Chili Tomato Cup Ramen Noodles X3",478032,12095,296
627,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,YrWrdqTGmfc,쿨타임 찬 뿌링클 수혈💛 뿌링뿌링소스 드으으음뿍! 뿌링클치킨 뿌링치즈볼 뿌링멘보샤 치즈볼 먹방 ASMR MUKBANG | Bburinkle Chicken &amp; Cheese Balls,491241,12620,245
628,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,03uzwiA5pGU,"맛이 없을 수가 없는,,, 🥺 매운 불족발에 꾸덕한 치즈크림파스타 먹방 ASMR MUKBANG | Spicy Pork Feet &amp; Super Cheesy Cream Pasta",400168,11242,152
629,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,dzvLcL-SMa0,"꾸덕꾸덕 크림진짬뽕 3봉지, 바삭탱글 새우까스, 치즈소스 먹방 ASMR MUKBANG | Spicy Seafood Cream Noodle Ramyun &amp; Shrimp Cutlets",446834,12502,263
630,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,CTF1ie0ZXPU,"뜨끈칼칼 골뱅이탕♨️ 쫀득한 어묵, 부추무침 먹방 MUKBANG(ASMR X) | Spicy Sea Snail Soup, Fish Cake Skewer, Seasoned Chive",323668,7766,153
631,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,C3Bc5YpCkRM,"레전드,, 매운 고추김치🌶 바삭고소 통대창 ASMR MUKBANG | Spicy Chili Kimchi &amp; Grilled Beef Large Intestines (Daechang)",706304,13821,227
632,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,J66_VlEVMhw,해장용으로 딱 🤤 얼큰한 떡만둣국 🔥 신김치 땡초 먹방 ASMR MUKBANG | Spicy Rice Cake Soup with Dumplings (Tteok Mandu Guk),368191,9516,176
633,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,Z9B9TFglyxg,"역대급 맛천재 조합,,🧡 매콤 로제 우족찜 &amp; 매운 고추김치 🌶 땡초팍팍 먹방 ASMR MUKBANG | Spicy Rose Beef Feet &amp; Spicy Chili Kimchi",1057354,20093,292
634,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,izGwE4tJWzc,"미고랭 4봉지, 치즈 통스팸, 계란 후라이, 고추 먹방 ASMR MUKBANG | Mi Goreng Noodles X4, Cheese Spam, Fried Eggs, Chilies",355725,10493,250
635,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,0zCokAn9z0Y,🔥 불닭둥근당면 &amp; 불닭팽이버섯 &amp; 통대창 🔥 ASMR MUKBANG | Spicy Fire Enoki Mushrooms &amp; Round Glass Noodles &amp; Daechang,473232,10732,177
636,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,v0OBIlvtobQ,게살듬뿍 푸팟퐁커리 🦀 게맛살로 초간단 푸팟퐁커리 만들기! 바삭바삭 게튀김 먹방 ASMR MUKBANG | Crab Curry &amp; Crispy Deep-Fried Crabs,283607,8109,179
637,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,KkXd_MEF3g4,먹킷조합 ★ 믿고 먹는 까르보불닭 3봉지 &amp; 자메이카통다리 &amp; 마요네즈 먹방 ASMR MUKBANG | Spicy Carbo Chicken Noodle &amp; Chicken,949387,23300,281
638,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,Cxk8aoopKGs,"매운맛 수혈,, 야들쫀득 쏙! 빠지는 우족찜에 땡초 파파팍 🔥 계란찜 주먹밥 먹방 ASMR MUKBANG | Super Spicy Braised Beef Feet &amp; Chilies",1185221,19276,306
639,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,QiJD58gwsNk,"쫄깃통통 ❤️ 매운골뱅이찜 ❤️ 서해안 통골뱅이, 동해안 백골뱅이! 골뱅이탕 먹방 ASMR MUKBANG | Spicy Braised Sea Snails (Whelk)",898880,15465,236
640,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,30jX472KTv8,주꾸미 낚시 ☆ 뜨끈칼칼 매운 해물라면 🔥 틈새라면 쭈꾸미 킹타이거새우 먹방 ASMR MUKBANG | Small Octopus Fishing Spicy Seafood Ramyun,648528,14890,211
641,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,98v4rPIqLzM,불닭참치김치비빔밥 땡초 팍팍 비벼먹기❤️‍🔥 뜨끈 어묵탕까지 먹방 ASMR MUKBANG | Spicy Fire Tuna Kimchi Bibimbap &amp; Fish Cake Soup,471375,11495,179
642,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,URRpffOJLfI,핵바삭 통대창 🔥 핵불닭 3봉 🔥 파김치 먹방 ASMR MUKBANG | Super Crispy Beef Intestines (Daechang) Nuclear Fire Noodle,780580,15222,250
